timestamp,risk_score,risk_level,state_confidence,p_healthy,p_drought,p_heat,p_pest,p_waterlogging,p_low_light,p_sensor_anomaly,uncertainty_score,uncertainty_level,dominant_risk,sensor_score,vision_score,sensor_reliability,vision_reliability,dynamic_sensor_weight,dynamic_vision_weight,reliability_adjustments,sensor_probabilities,vision_probabilities,fused_probabilities,smoothed_probabilities,trend_flags,consistency_flags,conflict_flags,action_permission,safety_action,safety_policy,reasons,recommendation,uncertainty_case
2026-08-14 01:00,13.5,很低,0.91,0.915,0.019,0.009,0.019,0.020,0.009,0.008,44.0,中,healthy,10.5,57.4,1.00,0.38,0.89,0.11,视觉置信度低，降低视觉模态权重,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.27；P(drought)=0.22；P(heat)=0.02；P(pest)=0.22；P(waterlogging)=0.22；P(low_light)=0.02；P(sensor_anomaly)=0.02,P(healthy)=0.88；P(drought)=0.03；P(heat)=0.01；P(pest)=0.03；P(waterlogging)=0.03；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.91；P(drought)=0.02；P(heat)=0.01；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,hold,monitor_more_context,风险或不确定性处于中间状态 → 继续观察并收集更多上下文,环境传感器指标处于正常范围；图像标签未知；视觉置信度不足，不能单独作为强决策依据；视觉置信度低，降低视觉模态权重,优先让机器人复查该区域并重新采样,normal
2026-08-14 02:00,12.7,很低,0.93,0.925,0.015,0.010,0.015,0.016,0.010,0.008,0.0,低,healthy,10.5,13.8,1.00,0.88,0.65,0.35,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.91；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.93；P(drought)=0.02；P(heat)=0.01；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康,继续常规巡检,normal
2026-08-14 03:00,12.2,很低,0.93,0.933,0.013,0.010,0.013,0.013,0.010,0.008,0.0,低,healthy,10.5,13.0,1.00,0.93,0.64,0.36,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.92；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.93；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康,继续常规巡检,normal
2026-08-14 04:00,12.1,很低,0.93,0.934,0.012,0.010,0.012,0.012,0.010,0.008,0.0,低,healthy,10.5,14.8,1.00,0.82,0.67,0.33,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.89；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.93；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康,继续常规巡检,normal
2026-08-14 05:00,12.0,很低,0.94,0.935,0.012,0.011,0.012,0.012,0.011,0.008,0.0,低,healthy,10.5,14.7,1.00,0.83,0.66,0.34,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.89；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康,继续常规巡检,normal
2026-08-14 06:00,11.9,很低,0.94,0.936,0.011,0.011,0.011,0.011,0.011,0.008,0.0,低,healthy,10.5,14.3,1.00,0.85,0.66,0.34,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.90；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康,继续常规巡检,normal
2026-08-14 07:00,11.9,很低,0.94,0.936,0.011,0.011,0.011,0.011,0.011,0.008,0.0,低,healthy,10.5,14.7,1.00,0.83,0.66,0.34,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.89；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康,继续常规巡检,normal
2026-08-14 08:00,11.9,很低,0.94,0.936,0.011,0.011,0.011,0.011,0.011,0.009,0.0,低,healthy,10.5,14.8,1.00,0.82,0.67,0.33,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.89；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康,继续常规巡检,normal
2026-08-14 09:00,11.9,很低,0.94,0.937,0.011,0.011,0.011,0.011,0.011,0.008,0.0,低,healthy,10.5,14.3,1.00,0.85,0.66,0.34,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.90；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康,继续常规巡检,normal
2026-08-14 10:00,11.7,很低,0.94,0.940,0.010,0.010,0.010,0.010,0.010,0.008,0.0,低,healthy,10.5,13.0,1.00,0.93,0.64,0.36,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.92；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康,继续常规巡检,normal
2026-08-14 11:00,14.9,很低,0.90,0.896,0.055,0.010,0.010,0.010,0.010,0.008,0.0,低,healthy,10.5,14.8,1.00,0.82,0.67,0.33,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.89；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.90；P(drought)=0.06；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,soil_moisture_decreasing_6h,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康；最近 6 小时土壤湿度持续下降，干旱状态概率上升,继续常规巡检,normal
2026-08-14 12:00,16.7,很低,0.87,0.874,0.081,0.009,0.010,0.010,0.009,0.008,0.0,低,healthy,10.5,13.1,1.00,0.92,0.64,0.36,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.92；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.87；P(drought)=0.08；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,soil_moisture_decreasing_6h,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康；最近 6 小时土壤湿度持续下降，干旱状态概率上升,继续常规巡检,normal
2026-08-14 13:00,17.6,很低,0.86,0.861,0.095,0.009,0.009,0.009,0.009,0.008,0.0,低,healthy,10.5,13.1,1.00,0.92,0.64,0.36,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.92；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.86；P(drought)=0.10；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,soil_moisture_decreasing_6h,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康；最近 6 小时土壤湿度持续下降，干旱状态概率上升,继续常规巡检,normal
2026-08-14 14:00,18.2,很低,0.85,0.853,0.104,0.009,0.009,0.009,0.009,0.008,0.0,低,healthy,10.5,13.1,1.00,0.92,0.64,0.36,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.92；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.85；P(drought)=0.10；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,soil_moisture_decreasing_6h,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康；最近 6 小时土壤湿度持续下降，干旱状态概率上升,继续常规巡检,normal
2026-08-14 15:00,18.5,很低,0.85,0.850,0.109,0.008,0.008,0.008,0.008,0.008,0.0,低,healthy,10.5,12.5,1.00,0.96,0.63,0.37,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.93；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.95；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.85；P(drought)=0.11；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,soil_moisture_decreasing_6h,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康；最近 6 小时土壤湿度持续下降，干旱状态概率上升,继续常规巡检,normal
2026-08-14 16:00,18.9,很低,0.84,0.844,0.112,0.009,0.009,0.009,0.009,0.008,0.0,低,healthy,10.5,14.7,1.00,0.83,0.66,0.34,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.89；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.84；P(drought)=0.11；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,soil_moisture_decreasing_6h,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康；最近 6 小时土壤湿度持续下降，干旱状态概率上升,继续常规巡检,normal
2026-08-14 17:00,19.0,很低,0.84,0.843,0.114,0.009,0.009,0.009,0.009,0.008,0.0,低,healthy,10.5,13.4,1.00,0.90,0.64,0.36,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.91；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.84；P(drought)=0.11；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,soil_moisture_decreasing_6h,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康；最近 6 小时土壤湿度持续下降，干旱状态概率上升,继续常规巡检,normal
2026-08-14 18:00,15.9,很低,0.88,0.883,0.070,0.010,0.010,0.010,0.010,0.008,0.0,低,healthy,10.5,14.1,1.00,0.86,0.65,0.35,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.90；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.88；P(drought)=0.07；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康,继续常规巡检,normal
2026-08-14 19:00,14.0,很低,0.91,0.909,0.045,0.009,0.009,0.009,0.009,0.008,0.0,低,healthy,10.5,12.8,1.00,0.94,0.63,0.37,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.92；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.95；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.91；P(drought)=0.04；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康,继续常规巡检,normal
2026-08-14 20:00,13.1,很低,0.92,0.921,0.031,0.010,0.010,0.010,0.010,0.008,0.0,低,healthy,10.5,14.5,1.00,0.84,0.66,0.34,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.89；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.92；P(drought)=0.03；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康,继续常规巡检,normal
2026-08-14 21:00,12.4,很低,0.93,0.930,0.022,0.010,0.010,0.010,0.010,0.008,0.0,低,healthy,10.5,13.1,1.00,0.92,0.64,0.36,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.92；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.93；P(drought)=0.02；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康,继续常规巡检,normal
2026-08-14 22:00,12.1,很低,0.93,0.935,0.017,0.010,0.010,0.010,0.010,0.008,0.0,低,healthy,10.5,13.8,1.00,0.88,0.65,0.35,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.91；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.93；P(drought)=0.02；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康,继续常规巡检,normal
2026-08-14 23:00,11.8,很低,0.94,0.939,0.014,0.010,0.010,0.010,0.010,0.008,0.0,低,healthy,10.5,12.8,1.00,0.94,0.63,0.37,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.92；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.95；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康,继续常规巡检,normal
2026-08-15 00:00,11.5,很低,0.94,0.943,0.012,0.009,0.009,0.009,0.009,0.008,0.0,低,healthy,10.5,12.3,1.00,0.97,0.63,0.37,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.93；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.95；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康,继续常规巡检,normal
2026-08-15 01:00,11.4,很低,0.94,0.945,0.010,0.009,0.009,0.009,0.009,0.008,0.0,低,healthy,10.5,12.3,1.00,0.97,0.63,0.37,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.93；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.95；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康,继续常规巡检,normal
2026-08-15 02:00,11.4,很低,0.95,0.945,0.010,0.009,0.009,0.009,0.009,0.008,0.0,低,healthy,10.5,12.8,1.00,0.94,0.63,0.37,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.92；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.95；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.95；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康,继续常规巡检,normal
2026-08-15 03:00,11.4,很低,0.94,0.944,0.010,0.009,0.009,0.009,0.009,0.008,0.0,低,healthy,10.5,13.4,1.00,0.90,0.64,0.36,,P(healthy)=0.96；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.91；P(drought)=0.02；P(heat)=0.02；P(pest)=0.02；P(waterlogging)=0.02；P(low_light)=0.02；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,P(healthy)=0.94；P(drought)=0.01；P(heat)=0.01；P(pest)=0.01；P(waterlogging)=0.01；P(low_light)=0.01；P(sensor_anomaly)=0.01,,,,observe,routine_patrol,低风险 + 低不确定性 → 常规巡检,环境传感器指标处于正常范围；图像标签显示作物状态健康,继续常规巡检,normal
